Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJmm-1),Interpass temperature (°C),Type of weld,Post weld heat treatment temperature (°C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (°C),Charpy impact toughness (J),Hardness (kgmm-2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Power (W)
0.05,0.18,0.63,0.015,0.018,0.0,2.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,543.0,649.0,20.0,71.0,,,217.0,,,,,,,5625.0
0.049,0.39,0.78,0.022,0.018,0.0,2.2,1.1,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,546.0,661.0,20.0,69.0,,,226.0,,,,,,,5625.0
0.075,0.41,0.77,0.021,0.018,0.0,2.2,1.1,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,562.0,669.0,20.0,70.0,,,226.0,,,,,,,5625.0
0.045,0.45,0.8,0.012,0.02,0.0,2.4,1.0,0.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,603.0,705.0,19.0,66.0,,,239.0,,,,,,,5625.0
0.036,0.55,0.84,0.013,0.02,0.0,2.5,1.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,619.0,727.0,20.0,66.0,,,240.0,,,,,,,5625.0
0.058,0.61,0.93,0.014,0.017,0.0,2.5,1.1,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,638.0,736.0,17.0,66.0,,,241.0,,,,,,,5625.0
0.09,0.2,1.25,0.011,0.022,0.0,2.4,0.9,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,594.0,680.0,20.0,66.0,,,231.0,,,,,,,5625.0
0.12,0.27,1.27,0.014,0.021,0.0,2.4,0.9,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,244.0,,,,,,,5625.0
0.09,0.39,1.18,0.013,0.022,0.0,2.4,1.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,247.0,,,,,,,5625.0
0.11,0.48,1.13,0.015,0.018,0.0,2.4,0.9,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,253.0,,,,,,,5625.0
0.09,0.59,1.1,0.013,0.02,0.0,2.4,0.8,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,648.0,743.0,18.0,58.0,,,247.0,,,,,,,5625.0
0.05,0.33,0.83,0.02,0.018,0.0,2.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,222.0,,,,,,,5625.0
0.09,0.3,1.25,0.02,0.016,0.0,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,240.0,,,,,,,5625.0
0.06,0.26,0.94,0.011,0.018,0.0,2.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,227.0,,,,,,,5625.0
0.05,0.34,0.96,0.017,0.018,0.0,2.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,233.0,,,,,,,5625.0
0.05,0.27,0.94,0.011,0.015,0.0,2.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,212.0,,,,,,,5625.0
0.05,0.3,1.0,0.006,0.015,0.0,2.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,209.0,,,,,,,5625.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,507.0,613.0,,,,,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,20.0,231.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,-10.0,197.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,-30.0,170.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,527.0,627.0,,,,,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,20.0,224.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,-10.0,203.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,-30.0,171.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,515.0,616.0,,,,,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,20.0,227.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,-10.0,175.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,-30.0,152.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,509.0,610.0,,,,,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,20.0,221.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,188.0,141.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,-30.0,141.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,504.0,612.0,,,,,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,20.0,233.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,-10.0,199.0,,,,,,,,15750.0
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,525.0,30.0,DC,+,1.75,210,SA,700.0,20.0,,,,,-30.0,170.0,,,,,,,,15750.0
0.03,0.55,0.88,0.012,0.013,0.0,2.06,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,32.0,DC,+,3.7,200,SA,720.0,3.5,315.0,500.0,,,,,,,,,,,,17440.0
0.03,0.55,0.88,0.012,0.013,0.0,2.06,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,32.0,DC,+,3.7,200,SA,720.0,3.5,350.0,530.0,,,,,,,,,,,,17440.0
0.095,0.35,0.9,0.008,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,54.0,170.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,408.0,501.0,32.6,77.0,,,,,,,,,,13500.0
0.095,0.35,0.9,0.008,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,54.0,170.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,394.0,496.0,34.2,78.0,,,,,,,,,,13500.0
0.093,0.32,0.86,0.01,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,54.0,180.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,390.0,486.0,33.0,76.0,,,,,,,,,,16500.0
0.093,0.32,0.86,0.01,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,54.0,180.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,388.0,482.0,31.8,75.0,,,,,,,,,,16500.0
0.096,0.3,0.8,0.012,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,47.0,170.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,370.0,481.0,33.6,76.0,,,,,,,,,,19500.0
0.096,0.3,0.8,0.012,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,47.0,170.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,379.0,490.0,32.2,77.0,,,,,,,,,,19500.0
0.1,0.28,0.82,0.012,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,45.0,200.0,0.0,0.0,0.0,0.0,0.0,900.0,33.0,,+,4.8,100,SA,200.0,1.0,337.0,477.0,32.6,71.0,,,,,,,,,,29700.0
0.1,0.28,0.82,0.012,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,45.0,200.0,0.0,0.0,0.0,0.0,0.0,900.0,33.0,,+,4.8,100,SA,200.0,1.0,356.0,483.0,32.3,72.0,,,,,,,,,,29700.0
0.088,0.35,1.38,0.004,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,109.0,200.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,456.0,563.0,30.2,75.0,,,,,,,,,,13500.0
0.088,0.35,1.38,0.004,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,109.0,200.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,458.0,567.0,29.6,74.0,,,,,,,,,,13500.0
0.089,0.32,1.36,0.005,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,85.0,180.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,428.0,539.0,28.0,75.0,,,,,,,,,,16500.0
0.089,0.32,1.36,0.005,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,85.0,180.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,436.0,544.0,29.4,75.0,,,,,,,,,,16500.0
0.092,0.31,1.33,0.005,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,84.0,170.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,439.0,543.0,28.8,75.0,,,,,,,,,,19500.0
0.092,0.31,1.33,0.005,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,84.0,170.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,430.0,541.0,31.4,73.0,,,,,,,,,,19500.0
0.09,0.33,1.19,0.007,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,78.0,200.0,0.0,0.0,0.0,0.0,0.0,900.0,33.0,,+,4.8,100,SA,200.0,1.0,,539.0,27.1,67.0,,,,,,,,,,29700.0
0.09,0.33,1.19,0.007,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,78.0,200.0,0.0,0.0,0.0,0.0,0.0,900.0,33.0,,+,4.8,100,SA,200.0,1.0,413.0,540.0,28.6,69.0,,,,,,,,,,29700.0
0.075,0.47,1.31,0.014,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0,49.0,190.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,405.0,497.0,31.6,76.0,,,,,,,,,,13500.0
0.075,0.47,1.31,0.014,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0,49.0,190.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,404.0,503.0,32.0,77.0,,,,,,,,,,13500.0
0.078,0.44,1.24,0.012,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,0.0,61.0,220.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,383.0,487.0,32.4,77.0,,,,,,,,,,16500.0
0.078,0.44,1.24,0.012,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,0.0,61.0,220.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,394.0,490.0,31.6,75.0,,,,,,,,,,16500.0
0.08,0.36,1.02,0.014,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,51.0,230.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,386.0,483.0,30.8,74.0,,,,,,,,,,19500.0
0.08,0.36,1.02,0.014,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,51.0,230.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,378.0,477.0,31.0,75.0,,,,,,,,,,19500.0
0.077,0.44,1.61,0.012,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,105.0,180.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,456.0,567.0,27.6,73.0,,,,,,,,,,13500.0
0.077,0.44,1.61,0.012,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,105.0,180.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,455.0,563.0,29.4,73.0,,,,,,,,,,13500.0
0.071,0.4,1.55,0.013,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,81.0,200.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,439.0,549.0,28.8,71.0,,,,,,,,,,16500.0
0.071,0.4,1.55,0.013,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,81.0,200.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,442.0,547.0,28.2,73.0,,,,,,,,,,16500.0
0.029,0.55,1.08,0.011,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,72.0,20.0,0.0,0.0,0.0,0.0,0.0,190.0,23.0,,+,1.0925,250,MMA,200.0,1.0,437.0,509.0,31.4,80.0,,,,,,,,,,4370.0
0.061,0.53,1.01,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,79.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,23.0,,+,1.0925,250,MMA,200.0,1.0,449.0,525.0,30.6,78.0,,,,,,,,,,4370.0
0.08,0.58,1.15,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,52.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,23.0,,+,1.0925,250,MMA,200.0,1.0,492.0,573.0,27.6,75.0,,,,,,,,,,4370.0
0.1,0.55,1.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,62.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,23.0,,+,1.0925,250,MMA,200.0,1.0,507.0,575.0,27.6,73.0,,,,,,,,,,4370.0
0.073,0.39,1.55,0.012,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,72.0,220.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,435.0,546.0,27.0,73.0,,,,,,,,,,19500.0
0.073,0.39,1.55,0.012,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,72.0,220.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,441.0,553.0,28.4,72.0,,,,,,,,,,19500.0
0.068,0.9,1.2,0.016,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,27.0,270.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,473.0,582.0,26.8,70.0,,,,,,,,,,13500.0
0.068,0.9,1.2,0.016,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,27.0,270.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,490.0,581.0,28.0,70.0,,,,,,,,,,13500.0
0.066,0.8,1.12,0.017,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,0.0,26.0,330.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,469.0,561.0,29.0,69.0,,,,,,,,,,16500.0
0.066,0.8,1.12,0.017,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,0.0,26.0,330.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,455.0,558.0,28.2,69.0,,,,,,,,,,16500.0
0.06,0.68,1.0,0.016,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,27.0,400.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,449.0,540.0,26.8,66.0,,,,,,,,,,19500.0
0.06,0.68,1.0,0.016,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,27.0,400.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,453.0,543.0,26.8,65.0,,,,,,,,,,19500.0
0.07,1.14,1.45,0.015,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,0.0,37.0,230.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,530.0,636.0,26.6,64.0,,,,,,,,,,13500.0
0.07,1.14,1.45,0.015,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,0.0,37.0,230.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,530.0,633.0,26.6,65.0,,,,,,,,,,13500.0
0.064,0.95,1.33,0.013,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,0.0,42.0,280.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,516.0,613.0,23.6,63.0,,,,,,,,,,16500.0
0.064,0.95,1.33,0.013,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,0.0,42.0,280.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,516.0,619.0,26.0,62.0,,,,,,,,,,16500.0
0.073,0.76,1.14,0.015,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,0.0,46.0,350.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,481.0,577.0,27.8,65.0,,,,,,,,,,19500.0
0.073,0.76,1.14,0.015,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,0.0,46.0,350.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,479.0,581.0,26.2,65.0,,,,,,,,,,19500.0
0.072,1.08,1.71,0.015,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,65.0,320.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,592.0,690.0,23.4,51.0,,,,,,,,,,13500.0
0.072,1.08,1.71,0.015,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,65.0,320.0,0.0,0.0,0.0,0.0,0.0,450.0,30.0,,+,2.025,250,SA,200.0,1.0,584.0,686.0,21.0,47.0,,,,,,,,,,13500.0
0.071,0.84,1.53,0.012,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,72.0,310.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,560.0,652.0,25.0,56.0,,,,,,,,,,16500.0
0.071,0.84,1.53,0.012,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,72.0,310.0,0.0,0.0,0.0,0.0,0.0,550.0,30.0,,+,2.475,250,SA,200.0,1.0,577.0,651.0,22.8,54.0,,,,,,,,,,16500.0
0.077,0.64,1.43,0.013,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,0.0,75.0,330.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,516.0,613.0,25.4,59.0,,,,,,,,,,19500.0
0.077,0.64,1.43,0.013,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,0.0,75.0,330.0,0.0,0.0,0.0,0.0,0.0,650.0,30.0,,+,2.925,250,SA,200.0,1.0,520.0,617.0,24.0,58.0,,,,,,,,,,19500.0
0.073,0.34,0.64,0.008,0.007,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,450.0,7.0,63.0,5.0,5.0,5.0,0.0,0.0,0.0,,,,,1.0,200,MMA,250.0,14.0,404.0,494.0,32.4,76.0,,,,,,,,,,
0.073,0.34,0.64,0.008,0.007,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,450.0,7.0,63.0,5.0,5.0,5.0,0.0,0.0,0.0,,,,,1.0,200,MMA,250.0,14.0,,,,,-46.0,100.0,,,,,,,,
0.073,0.34,0.64,0.008,0.007,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,450.0,7.0,63.0,5.0,5.0,5.0,0.0,0.0,0.0,,,,,1.0,200,MMA,250.0,14.0,,,,,-70.0,28.0,,,,,,,,
0.064,0.3,0.63,0.006,0.008,0.92,0.0,0.0,0.0005,0.0,0.0,0.0,473.0,5.0,70.0,5.0,5.0,5.0,0.0,0.0,0.0,,,,,1.0,200,MMA,250.0,14.0,423.0,501.0,31.8,77.0,,,,,,,,,,
0.064,0.3,0.63,0.006,0.008,0.92,0.0,0.0,0.0005,0.0,0.0,0.0,473.0,5.0,70.0,5.0,5.0,5.0,0.0,0.0,0.0,,,,,1.0,200,MMA,250.0,14.0,,,,,-63.0,100.0,,,,,,,,
0.064,0.3,0.63,0.006,0.008,0.92,0.0,0.0,0.0005,0.0,0.0,0.0,473.0,5.0,70.0,5.0,5.0,5.0,0.0,0.0,0.0,,,,,1.0,200,MMA,250.0,14.0,,,,,-88.0,28.0,,,,,,,,
0.065,0.26,0.61,0.007,0.007,2.14,0.0,0.0,0.0005,0.0,0.0,0.0,488.0,5.0,86.0,5.0,5.0,5.0,0.0,0.0,0.0,,,,,1.0,200,MMA,250.0,14.0,443.0,528.0,32.4,76.0,,,,,,,,,,
